Linux 3.11.0-17-generic (axle) 	04/11/14 	_x86_64_	(64 CPU)

00:44:09        CPU     %user     %nice   %system   %iowait    %steal     %idle
00:45:09        all      4.36      0.00      0.76      0.03      0.00     94.86
00:46:09        all      4.66      0.00      0.45      0.01      0.00     94.87
00:47:09        all      4.59      0.00      0.59      0.00      0.00     94.81
00:48:09        all      4.62      0.00      0.55      0.00      0.00     94.83
00:49:09        all      4.69      0.00      0.48      0.01      0.00     94.83
00:50:09        all      4.47      0.00      0.72      0.01      0.00     94.80
00:51:09        all      4.85      0.00      0.26      0.01      0.00     94.89
00:52:09        all      4.50      0.00      0.68      0.01      0.00     94.81
00:53:09        all      4.54      0.00      0.63      0.00      0.00     94.82
