# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1415061250;sdb;640.88;12014.53;311156.53;504.26;9.61;15.00;0.22;14.16
axle;60;1415061250;sda;3.53;1.47;58.53;16.98;0.00;0.04;0.04;0.01
axle;60;1415061310;sdb;473.22;12752.27;210802.27;472.41;6.40;13.52;0.23;11.03
axle;60;1415061310;sda;3.50;3.07;55.73;16.80;0.00;0.23;0.17;0.06
axle;60;1415061370;sdb;293.72;13072.80;112265.07;426.73;2.40;8.16;0.18;5.28
axle;60;1415061370;sda;3.47;5.33;55.33;17.50;0.00;0.29;0.21;0.07
axle;60;1415061430;sdb;295.52;11645.60;116170.40;432.52;2.96;10.01;0.23;6.87
axle;60;1415061430;sda;3.53;1.33;59.20;17.13;0.00;0.09;0.09;0.03
axle;60;1415061490;sdb;271.02;7740.53;109281.73;431.79;1.85;6.82;0.26;7.13
axle;60;1415061490;sda;3.58;2.40;60.13;17.45;0.01;3.13;0.22;0.08
axle;60;1415061550;sdb;660.65;6164.93;333470.00;514.09;21.23;32.15;0.30;19.79
axle;60;1415061550;sda;3.12;0.40;63.07;20.36;0.00;0.26;0.09;0.03
axle;60;1415061610;sdb;312.82;11415.07;130483.33;453.62;0.43;1.38;0.27;8.49
axle;60;1415061610;sda;4.35;6.53;76.27;19.03;0.01;1.69;0.44;0.19
axle;60;1415061670;sdb;355.92;13009.87;148164.00;452.84;0.47;1.33;0.24;8.47
axle;60;1415061670;sda;4.08;12.40;68.67;19.85;0.00;0.31;0.26;0.11
axle;60;1415061730;sdb;150.22;13448.53;34849.47;321.52;0.15;0.97;0.21;3.21
axle;60;1415061730;sda;3.43;8.13;53.60;17.98;0.00;0.12;0.10;0.03
axle;60;1415061790;sdb;143.62;13370.00;30883.33;308.14;0.14;0.99;0.21;3.05
axle;60;1415061790;sda;3.18;2.00;51.07;16.67;0.00;0.08;0.08;0.03
